"","x"
"1",52
"2",52
"3",52
"4",52
"5",52
"6",52
"7",52
"8",52
"9",52
"10",52
"11",52
"12",52
"13",42
"14",52
"15",42
"16",52
"17",52
"18",42
"19",42
"20",52
"21",52
"22",42
"23",42
"24",52
"25",42
"26",52
"27",42
"28",52
"29",52
"30",42
"31",42
"32",42
"33",52
"34",52
"35",52
"36",52
"37",42
"38",42
"39",42
"40",42
"41",52
"42",42
"43",52
"44",52
"45",52
"46",42
"47",42
"48",42
"49",42
"50",52
"51",52
"52",52
"53",52
"54",52
"55",42
"56",52
"57",42
"58",52
"59",42
"60",52
"61",52
"62",52
"63",52
"64",52
"65",52
"66",52
"67",52
"68",52
"69",52
"70",52
"71",52
"72",52
"73",52
"74",52
"75",52
"76",52
"77",52
"78",52
"79",52
"80",52
"81",52
"82",52
"83",52
"84",52
"85",52
"86",52
"87",52
"88",52
"89",52
"90",52
"91",52
"92",52
"93",52
"94",52
"95",52
"96",52
"97",52
"98",52
"99",52
"100",52
"101",52
"102",52
"103",52
"104",52
"105",52
"106",52
"107",52
"108",52
"109",52
"110",52
"111",52
"112",52
"113",52
"114",52
"115",52
"116",52
"117",52
"118",52
"119",52
"120",52
"121",52
"122",52
"123",52
"124",42
"125",52
"126",52
"127",52
"128",52
"129",52
"130",52
"131",52
"132",52
"133",52
"134",52
"135",52
"136",52
"137",52
"138",52
"139",52
"140",42
"141",52
"142",52
"143",42
"144",52
"145",52
"146",52
"147",52
"148",52
"149",52
"150",52
"151",52
"152",52
"153",52
"154",52
"155",52
"156",42
"157",42
"158",42
"159",42
"160",42
"161",52
"162",52
"163",52
"164",52
"165",52
"166",52
"167",52
"168",52
"169",52
"170",52
"171",52
"172",52
"173",42
"174",42
"175",42
"176",42
"177",42
"178",52
"179",52
"180",52
"181",52
"182",52
"183",52
"184",52
"185",52
"186",52
"187",52
"188",52
"189",52
"190",42
"191",42
"192",42
"193",42
"194",42
"195",42
"196",42
"197",52
"198",42
"199",52
"200",52
"201",52
"202",52
"203",52
"204",52
"205",52
"206",52
"207",52
"208",52
"209",52
"210",52
"211",42
"212",42
"213",42
"214",42
"215",42
"216",42
"217",52
"218",52
"219",52
"220",52
"221",52
"222",52
"223",52
"224",52
"225",52
"226",52
"227",52
"228",52
"229",52
"230",52
"231",52
"232",42
"233",42
"234",42
"235",52
"236",52
"237",52
"238",52
"239",52
"240",52
"241",52
"242",52
"243",52
"244",52
"245",52
"246",52
"247",52
"248",52
"249",52
"250",52
"251",52
"252",52
"253",42
"254",52
"255",52
"256",52
"257",52
"258",52
"259",52
"260",52
"261",52
"262",52
"263",52
"264",52
"265",52
"266",52
"267",52
"268",52
"269",52
"270",52
"271",52
"272",52
"273",52
"274",52
"275",52
"276",52
"277",52
"278",52
"279",52
"280",52
"281",52
"282",52
"283",52
"284",52
"285",52
"286",52
"287",52
"288",52
"289",52
"290",52
"291",52
"292",52
"293",52
"294",52
"295",52
"296",52
"297",52
"298",52
"299",52
"300",52
"301",42
"302",42
"303",52
"304",52
"305",52
